year,value,metric,iso_code
2016,114.0,Gross enrolment ratio (primary),DZA
2016,111.0,Gross enrolment ratio (primary),ARG
2016,95.0,Gross enrolment ratio (primary),ARM
2016,101.0,Gross enrolment ratio (primary),AUS
2016,102.0,Gross enrolment ratio (primary),AUT
2016,106.0,Gross enrolment ratio (primary),AZE
2016,81.0,Gross enrolment ratio (primary),BHS
2016,101.0,Gross enrolment ratio (primary),BHR
2016,97.0,Gross enrolment ratio (primary),BRB
2016,101.0,Gross enrolment ratio (primary),BLR
2016,103.0,Gross enrolment ratio (primary),BEL
2016,114.0,Gross enrolment ratio (primary),BLZ
2016,131.0,Gross enrolment ratio (primary),BEN
2016,103.0,Gross enrolment ratio (primary),BTN
2016,97.0,Gross enrolment ratio (primary),BOL
2016,114.0,Gross enrolment ratio (primary),BRA
2016,107.0,Gross enrolment ratio (primary),BRN
2016,91.0,Gross enrolment ratio (primary),BGR
2016,91.0,Gross enrolment ratio (primary),BFA
2016,128.0,Gross enrolment ratio (primary),BDI
2016,104.0,Gross enrolment ratio (primary),CPV
2016,110.0,Gross enrolment ratio (primary),KHM
2016,116.0,Gross enrolment ratio (primary),CMR
2016,101.0,Gross enrolment ratio (primary),CAN
2016,102.0,Gross enrolment ratio (primary),CAF
2016,87.0,Gross enrolment ratio (primary),TCD
2016,101.0,Gross enrolment ratio (primary),CHL
2016,98.0,Gross enrolment ratio (primary),CHN
2016,116.0,Gross enrolment ratio (primary),COL
2016,112.0,Gross enrolment ratio (primary),CRI
2016,98.0,Gross enrolment ratio (primary),HRV
2016,100.0,Gross enrolment ratio (primary),CUB
2016,99.0,Gross enrolment ratio (primary),CYP
2016,100.0,Gross enrolment ratio (primary),CZE
2016,96.0,Gross enrolment ratio (primary),CIV
2016,102.0,Gross enrolment ratio (primary),DNK
2016,69.0,Gross enrolment ratio (primary),DJI
2016,115.0,Gross enrolment ratio (primary),DMA
2016,110.0,Gross enrolment ratio (primary),DOM
2016,105.0,Gross enrolment ratio (primary),ECU
2016,105.0,Gross enrolment ratio (primary),EGY
2016,100.0,Gross enrolment ratio (primary),SLV
2016,97.0,Gross enrolment ratio (primary),EST
2016,117.0,Gross enrolment ratio (primary),SWZ
2016,106.0,Gross enrolment ratio (primary),FJI
2016,100.0,Gross enrolment ratio (primary),FIN
2016,102.0,Gross enrolment ratio (primary),FRA
2016,92.0,Gross enrolment ratio (primary),GMB
2016,100.0,Gross enrolment ratio (primary),GEO
2016,103.0,Gross enrolment ratio (primary),DEU
2016,107.0,Gross enrolment ratio (primary),GHA
2016,99.0,Gross enrolment ratio (primary),GRC
2016,112.0,Gross enrolment ratio (primary),GRD
2016,101.0,Gross enrolment ratio (primary),GTM
2016,92.0,Gross enrolment ratio (primary),GIN
2016,93.0,Gross enrolment ratio (primary),HND
2016,108.0,Gross enrolment ratio (primary),HKG
2016,102.0,Gross enrolment ratio (primary),HUN
2016,100.0,Gross enrolment ratio (primary),ISL
2016,115.0,Gross enrolment ratio (primary),IND
2016,106.0,Gross enrolment ratio (primary),IDN
2016,111.0,Gross enrolment ratio (primary),IRN
2016,101.0,Gross enrolment ratio (primary),IRL
2016,105.0,Gross enrolment ratio (primary),ISR
2016,99.0,Gross enrolment ratio (primary),ITA
2016,91.0,Gross enrolment ratio (primary),JAM
2016,79.0,Gross enrolment ratio (primary),JOR
2016,110.0,Gross enrolment ratio (primary),KAZ
2016,103.0,Gross enrolment ratio (primary),KEN
2016,106.0,Gross enrolment ratio (primary),KIR
2016,98.0,Gross enrolment ratio (primary),KOR
2016,101.0,Gross enrolment ratio (primary),KWT
2016,105.0,Gross enrolment ratio (primary),KGZ
2016,110.0,Gross enrolment ratio (primary),LAO
2016,99.0,Gross enrolment ratio (primary),LVA
2016,118.0,Gross enrolment ratio (primary),LSO
2016,89.0,Gross enrolment ratio (primary),LBR
2016,105.0,Gross enrolment ratio (primary),LIE
2016,103.0,Gross enrolment ratio (primary),LTU
2016,101.0,Gross enrolment ratio (primary),LUX
2016,144.0,Gross enrolment ratio (primary),MDG
2016,145.0,Gross enrolment ratio (primary),MWI
2016,105.0,Gross enrolment ratio (primary),MYS
2016,99.0,Gross enrolment ratio (primary),MDV
2016,77.0,Gross enrolment ratio (primary),MLI
2016,104.0,Gross enrolment ratio (primary),MLT
2016,85.0,Gross enrolment ratio (primary),MHL
2016,97.0,Gross enrolment ratio (primary),MRT
2016,102.0,Gross enrolment ratio (primary),MUS
2016,106.0,Gross enrolment ratio (primary),MEX
2016,92.0,Gross enrolment ratio (primary),MDA
2016,103.0,Gross enrolment ratio (primary),MNG
2016,96.0,Gross enrolment ratio (primary),MNE
2016,110.0,Gross enrolment ratio (primary),MAR
2016,109.0,Gross enrolment ratio (primary),MOZ
2016,109.0,Gross enrolment ratio (primary),MMR
2016,126.0,Gross enrolment ratio (primary),NRU
2016,144.0,Gross enrolment ratio (primary),NPL
2016,103.0,Gross enrolment ratio (primary),NLD
2016,99.0,Gross enrolment ratio (primary),NZL
2016,73.0,Gross enrolment ratio (primary),NER
2016,85.0,Gross enrolment ratio (primary),NGA
2016,100.0,Gross enrolment ratio (primary),NOR
2016,108.0,Gross enrolment ratio (primary),OMN
2016,91.0,Gross enrolment ratio (primary),PAK
2016,97.0,Gross enrolment ratio (primary),PSE
2016,93.0,Gross enrolment ratio (primary),PAN
2016,109.0,Gross enrolment ratio (primary),PNG
2016,103.0,Gross enrolment ratio (primary),PER
2016,110.0,Gross enrolment ratio (primary),PHL
2016,106.0,Gross enrolment ratio (primary),PRT
2016,103.0,Gross enrolment ratio (primary),QAT
2016,87.0,Gross enrolment ratio (primary),ROU
2016,100.0,Gross enrolment ratio (primary),RUS
2016,141.0,Gross enrolment ratio (primary),RWA
2016,109.0,Gross enrolment ratio (primary),KNA
2016,102.0,Gross enrolment ratio (primary),LCA
2016,110.0,Gross enrolment ratio (primary),VCT
2016,107.0,Gross enrolment ratio (primary),WSM
2016,106.0,Gross enrolment ratio (primary),STP
2016,105.0,Gross enrolment ratio (primary),SAU
2016,84.0,Gross enrolment ratio (primary),SEN
2016,101.0,Gross enrolment ratio (primary),SRB
2016,102.0,Gross enrolment ratio (primary),SYC
2016,118.0,Gross enrolment ratio (primary),SLE
2016,101.0,Gross enrolment ratio (primary),SGP
2016,98.0,Gross enrolment ratio (primary),SVK
2016,100.0,Gross enrolment ratio (primary),SVN
2016,114.0,Gross enrolment ratio (primary),SLB
2016,103.0,Gross enrolment ratio (primary),ZAF
2016,104.0,Gross enrolment ratio (primary),ESP
2016,101.0,Gross enrolment ratio (primary),LKA
2016,76.0,Gross enrolment ratio (primary),SDN
2016,116.0,Gross enrolment ratio (primary),SUR
2016,125.0,Gross enrolment ratio (primary),SWE
2016,105.0,Gross enrolment ratio (primary),CHE
2016,98.0,Gross enrolment ratio (primary),TJK
2016,85.0,Gross enrolment ratio (primary),TZA
2016,101.0,Gross enrolment ratio (primary),THA
2016,126.0,Gross enrolment ratio (primary),TLS
2016,125.0,Gross enrolment ratio (primary),TGO
2016,115.0,Gross enrolment ratio (primary),TUN
2016,101.0,Gross enrolment ratio (primary),TUR
2016,88.0,Gross enrolment ratio (primary),TUV
2016,104.0,Gross enrolment ratio (primary),UGA
2016,109.0,Gross enrolment ratio (primary),ARE
2016,101.0,Gross enrolment ratio (primary),GBR
2016,101.0,Gross enrolment ratio (primary),USA
2016,110.0,Gross enrolment ratio (primary),URY
2016,102.0,Gross enrolment ratio (primary),UZB
2016,99.0,Gross enrolment ratio (primary),VEN
2016,111.0,Gross enrolment ratio (primary),VNM
2016,94.0,Gross enrolment ratio (primary),YEM
2016,99.0,Gross enrolment ratio (primary),ZMB
2017,102.0,Gross enrolment ratio (primary),AFG
2017,107.0,Gross enrolment ratio (primary),ALB
2017,112.0,Gross enrolment ratio (primary),DZA
2017,104.0,Gross enrolment ratio (primary),ATG
2017,110.0,Gross enrolment ratio (primary),ARG
2017,94.0,Gross enrolment ratio (primary),ARM
2017,100.0,Gross enrolment ratio (primary),AUS
2017,103.0,Gross enrolment ratio (primary),AUT
2017,103.0,Gross enrolment ratio (primary),AZE
2017,101.0,Gross enrolment ratio (primary),BHR
2017,115.0,Gross enrolment ratio (primary),BGD
2017,98.0,Gross enrolment ratio (primary),BRB
2017,102.0,Gross enrolment ratio (primary),BLR
2017,104.0,Gross enrolment ratio (primary),BEL
2017,113.0,Gross enrolment ratio (primary),BLZ
2017,127.0,Gross enrolment ratio (primary),BEN
2017,101.0,Gross enrolment ratio (primary),BTN
2017,98.0,Gross enrolment ratio (primary),BOL
2017,115.0,Gross enrolment ratio (primary),BRA
2017,105.0,Gross enrolment ratio (primary),BRN
2017,89.0,Gross enrolment ratio (primary),BGR
2017,94.0,Gross enrolment ratio (primary),BFA
2017,124.0,Gross enrolment ratio (primary),BDI
2017,103.0,Gross enrolment ratio (primary),CPV
2017,108.0,Gross enrolment ratio (primary),KHM
2017,110.0,Gross enrolment ratio (primary),CMR
2017,101.0,Gross enrolment ratio (primary),CAN
2017,101.0,Gross enrolment ratio (primary),CHL
2017,99.0,Gross enrolment ratio (primary),CHN
2017,115.0,Gross enrolment ratio (primary),COL
2017,99.0,Gross enrolment ratio (primary),COM
2017,111.0,Gross enrolment ratio (primary),CRI
2017,96.0,Gross enrolment ratio (primary),HRV
2017,100.0,Gross enrolment ratio (primary),CUB
2017,99.0,Gross enrolment ratio (primary),CYP
2017,101.0,Gross enrolment ratio (primary),CZE
2017,98.0,Gross enrolment ratio (primary),CIV
2017,101.0,Gross enrolment ratio (primary),DNK
2017,70.0,Gross enrolment ratio (primary),DJI
2017,108.0,Gross enrolment ratio (primary),DOM
2017,104.0,Gross enrolment ratio (primary),ECU
2017,106.0,Gross enrolment ratio (primary),EGY
2017,96.0,Gross enrolment ratio (primary),SLV
2017,68.0,Gross enrolment ratio (primary),ERI
2017,97.0,Gross enrolment ratio (primary),EST
2017,115.0,Gross enrolment ratio (primary),SWZ
2017,100.0,Gross enrolment ratio (primary),FIN
2017,103.0,Gross enrolment ratio (primary),FRA
2017,95.0,Gross enrolment ratio (primary),GMB
2017,100.0,Gross enrolment ratio (primary),GEO
2017,104.0,Gross enrolment ratio (primary),DEU
2017,106.0,Gross enrolment ratio (primary),GHA
2017,100.0,Gross enrolment ratio (primary),GRC
2017,111.0,Gross enrolment ratio (primary),GRD
2017,101.0,Gross enrolment ratio (primary),GTM
2017,92.0,Gross enrolment ratio (primary),HND
2017,108.0,Gross enrolment ratio (primary),HKG
2017,101.0,Gross enrolment ratio (primary),HUN
2017,100.0,Gross enrolment ratio (primary),ISL
2017,113.0,Gross enrolment ratio (primary),IND
2017,106.0,Gross enrolment ratio (primary),IDN
2017,111.0,Gross enrolment ratio (primary),IRN
2017,101.0,Gross enrolment ratio (primary),IRL
2017,105.0,Gross enrolment ratio (primary),ISR
2017,102.0,Gross enrolment ratio (primary),ITA
2017,90.0,Gross enrolment ratio (primary),JAM
2017,81.0,Gross enrolment ratio (primary),JOR
2017,109.0,Gross enrolment ratio (primary),KAZ
2017,101.0,Gross enrolment ratio (primary),KIR
2017,98.0,Gross enrolment ratio (primary),KOR
2017,96.0,Gross enrolment ratio (primary),KWT
2017,107.0,Gross enrolment ratio (primary),KGZ
2017,106.0,Gross enrolment ratio (primary),LAO
2017,99.0,Gross enrolment ratio (primary),LVA
2017,121.0,Gross enrolment ratio (primary),LSO
2017,85.0,Gross enrolment ratio (primary),LBR
2017,105.0,Gross enrolment ratio (primary),LIE
2017,104.0,Gross enrolment ratio (primary),LTU
2017,102.0,Gross enrolment ratio (primary),LUX
2017,145.0,Gross enrolment ratio (primary),MWI
2017,105.0,Gross enrolment ratio (primary),MYS
2017,97.0,Gross enrolment ratio (primary),MDV
2017,80.0,Gross enrolment ratio (primary),MLI
2017,105.0,Gross enrolment ratio (primary),MLT
2017,97.0,Gross enrolment ratio (primary),MRT
2017,102.0,Gross enrolment ratio (primary),MUS
2017,106.0,Gross enrolment ratio (primary),MEX
2017,91.0,Gross enrolment ratio (primary),MDA
2017,103.0,Gross enrolment ratio (primary),MNG
2017,98.0,Gross enrolment ratio (primary),MNE
2017,112.0,Gross enrolment ratio (primary),MAR
2017,108.0,Gross enrolment ratio (primary),MOZ
2017,112.0,Gross enrolment ratio (primary),MMR
2017,124.0,Gross enrolment ratio (primary),NAM
2017,144.0,Gross enrolment ratio (primary),NPL
2017,104.0,Gross enrolment ratio (primary),NLD
2017,100.0,Gross enrolment ratio (primary),NZL
2017,75.0,Gross enrolment ratio (primary),NER
2017,97.0,Gross enrolment ratio (primary),MKD
2017,100.0,Gross enrolment ratio (primary),NOR
2017,106.0,Gross enrolment ratio (primary),OMN
2017,91.0,Gross enrolment ratio (primary),PAK
2017,99.0,Gross enrolment ratio (primary),PSE
2017,94.0,Gross enrolment ratio (primary),PAN
2017,104.0,Gross enrolment ratio (primary),PER
2017,108.0,Gross enrolment ratio (primary),PHL
2017,100.0,Gross enrolment ratio (primary),POL
2017,106.0,Gross enrolment ratio (primary),PRT
2017,103.0,Gross enrolment ratio (primary),QAT
2017,85.0,Gross enrolment ratio (primary),ROU
2017,103.0,Gross enrolment ratio (primary),RUS
2017,138.0,Gross enrolment ratio (primary),RWA
2017,102.0,Gross enrolment ratio (primary),LCA
2017,111.0,Gross enrolment ratio (primary),VCT
2017,109.0,Gross enrolment ratio (primary),WSM
2017,107.0,Gross enrolment ratio (primary),STP
2017,99.0,Gross enrolment ratio (primary),SAU
2017,86.0,Gross enrolment ratio (primary),SEN
2017,100.0,Gross enrolment ratio (primary),SRB
2017,100.0,Gross enrolment ratio (primary),SYC
2017,124.0,Gross enrolment ratio (primary),SLE
2017,101.0,Gross enrolment ratio (primary),SGP
2017,99.0,Gross enrolment ratio (primary),SVK
2017,100.0,Gross enrolment ratio (primary),SVN
2017,113.0,Gross enrolment ratio (primary),SLB
2017,101.0,Gross enrolment ratio (primary),ZAF
2017,103.0,Gross enrolment ratio (primary),ESP
2017,101.0,Gross enrolment ratio (primary),LKA
2017,77.0,Gross enrolment ratio (primary),SDN
2017,111.0,Gross enrolment ratio (primary),SUR
2017,127.0,Gross enrolment ratio (primary),SWE
2017,105.0,Gross enrolment ratio (primary),CHE
2017,101.0,Gross enrolment ratio (primary),TJK
2017,89.0,Gross enrolment ratio (primary),TZA
2017,100.0,Gross enrolment ratio (primary),THA
2017,120.0,Gross enrolment ratio (primary),TLS
2017,124.0,Gross enrolment ratio (primary),TGO
2017,116.0,Gross enrolment ratio (primary),TUN
2017,93.0,Gross enrolment ratio (primary),TUR
2017,103.0,Gross enrolment ratio (primary),UGA
2017,108.0,Gross enrolment ratio (primary),ARE
2017,101.0,Gross enrolment ratio (primary),GBR
2017,102.0,Gross enrolment ratio (primary),USA
2017,108.0,Gross enrolment ratio (primary),URY
2017,104.0,Gross enrolment ratio (primary),UZB
2017,97.0,Gross enrolment ratio (primary),VEN
2017,109.0,Gross enrolment ratio (primary),VNM
2017,99.0,Gross enrolment ratio (primary),ZMB
2018,104.0,Gross enrolment ratio (primary),AFG
2018,107.0,Gross enrolment ratio (primary),ALB
2018,110.0,Gross enrolment ratio (primary),DZA
2018,105.0,Gross enrolment ratio (primary),ATG
2018,93.0,Gross enrolment ratio (primary),ARM
2018,100.0,Gross enrolment ratio (primary),AZE
2018,81.0,Gross enrolment ratio (primary),BHS
2018,99.0,Gross enrolment ratio (primary),BHR
2018,116.0,Gross enrolment ratio (primary),BGD
2018,99.0,Gross enrolment ratio (primary),BRB
2018,101.0,Gross enrolment ratio (primary),BLR
2018,112.0,Gross enrolment ratio (primary),BLZ
2018,122.0,Gross enrolment ratio (primary),BEN
2018,100.0,Gross enrolment ratio (primary),BTN
2018,98.0,Gross enrolment ratio (primary),BOL
2018,103.0,Gross enrolment ratio (primary),BRN
2018,96.0,Gross enrolment ratio (primary),BFA
2018,121.0,Gross enrolment ratio (primary),BDI
2018,104.0,Gross enrolment ratio (primary),CPV
2018,107.0,Gross enrolment ratio (primary),KHM
2018,103.0,Gross enrolment ratio (primary),CMR
2018,100.0,Gross enrolment ratio (primary),CHN
2018,115.0,Gross enrolment ratio (primary),COL
2018,100.0,Gross enrolment ratio (primary),COM
2018,113.0,Gross enrolment ratio (primary),CRI
2018,102.0,Gross enrolment ratio (primary),CUB
2018,100.0,Gross enrolment ratio (primary),CIV
2018,70.0,Gross enrolment ratio (primary),DJI
2018,106.0,Gross enrolment ratio (primary),DOM
2018,103.0,Gross enrolment ratio (primary),ECU
2018,106.0,Gross enrolment ratio (primary),EGY
2018,95.0,Gross enrolment ratio (primary),SLV
2018,68.0,Gross enrolment ratio (primary),ERI
2018,98.0,Gross enrolment ratio (primary),GMB
2018,99.0,Gross enrolment ratio (primary),GEO
2018,104.0,Gross enrolment ratio (primary),GHA
2018,107.0,Gross enrolment ratio (primary),GRD
2018,102.0,Gross enrolment ratio (primary),GTM
2018,109.0,Gross enrolment ratio (primary),HKG
2018,106.0,Gross enrolment ratio (primary),IDN
2018,91.0,Gross enrolment ratio (primary),JAM
2018,81.0,Gross enrolment ratio (primary),JOR
2018,106.0,Gross enrolment ratio (primary),KAZ
2018,113.0,Gross enrolment ratio (primary),PRK
2018,92.0,Gross enrolment ratio (primary),KWT
2018,108.0,Gross enrolment ratio (primary),KGZ
2018,102.0,Gross enrolment ratio (primary),LAO
2018,143.0,Gross enrolment ratio (primary),MDG
2018,142.0,Gross enrolment ratio (primary),MWI
2018,76.0,Gross enrolment ratio (primary),MLI
2018,100.0,Gross enrolment ratio (primary),MRT
2018,101.0,Gross enrolment ratio (primary),MUS
2018,91.0,Gross enrolment ratio (primary),MDA
2018,104.0,Gross enrolment ratio (primary),MNG
2018,100.0,Gross enrolment ratio (primary),MNE
2018,114.0,Gross enrolment ratio (primary),MAR
2018,113.0,Gross enrolment ratio (primary),MOZ
2018,112.0,Gross enrolment ratio (primary),MMR
2018,124.0,Gross enrolment ratio (primary),NAM
2018,103.0,Gross enrolment ratio (primary),OMN
2018,94.0,Gross enrolment ratio (primary),PAK
2018,99.0,Gross enrolment ratio (primary),PSE
2018,107.0,Gross enrolment ratio (primary),PER
2018,104.0,Gross enrolment ratio (primary),QAT
2018,133.0,Gross enrolment ratio (primary),RWA
2018,103.0,Gross enrolment ratio (primary),LCA
2018,113.0,Gross enrolment ratio (primary),VCT
2018,111.0,Gross enrolment ratio (primary),WSM
2018,108.0,Gross enrolment ratio (primary),SMR
2018,100.0,Gross enrolment ratio (primary),SAU
2018,81.0,Gross enrolment ratio (primary),SEN
2018,100.0,Gross enrolment ratio (primary),SRB
2018,100.0,Gross enrolment ratio (primary),SYC
2018,113.0,Gross enrolment ratio (primary),SLE
2018,106.0,Gross enrolment ratio (primary),SLB
2018,100.0,Gross enrolment ratio (primary),LKA
2018,109.0,Gross enrolment ratio (primary),SUR
2018,94.0,Gross enrolment ratio (primary),TZA
2018,100.0,Gross enrolment ratio (primary),THA
2018,115.0,Gross enrolment ratio (primary),TLS
2018,124.0,Gross enrolment ratio (primary),TGO
2018,115.0,Gross enrolment ratio (primary),TUN
2018,86.0,Gross enrolment ratio (primary),TUV
2018,104.0,Gross enrolment ratio (primary),UZB
2018,111.0,Gross enrolment ratio (primary),VNM
1990,11.0,Gross enrolment ratio (secondary),AFG
1990,90.0,Gross enrolment ratio (secondary),ALB
1990,59.0,Gross enrolment ratio (secondary),DZA
1990,8.0,Gross enrolment ratio (secondary),AGO
1990,71.0,Gross enrolment ratio (secondary),ARG
1990,101.0,Gross enrolment ratio (secondary),AUT
1990,92.0,Gross enrolment ratio (secondary),AZE
1990,86.0,Gross enrolment ratio (secondary),BHS
1990,87.0,Gross enrolment ratio (secondary),BHR
1990,21.0,Gross enrolment ratio (secondary),BGD
1990,85.0,Gross enrolment ratio (secondary),BRB
1990,97.0,Gross enrolment ratio (secondary),BLR
1990,101.0,Gross enrolment ratio (secondary),BEL
1990,40.0,Gross enrolment ratio (secondary),BWA
1990,99.0,Gross enrolment ratio (secondary),BGR
1990,7.0,Gross enrolment ratio (secondary),BFA
1990,5.0,Gross enrolment ratio (secondary),BDI
1990,21.0,Gross enrolment ratio (secondary),CPV
1990,26.0,Gross enrolment ratio (secondary),CMR
1990,100.0,Gross enrolment ratio (secondary),CAN
1990,12.0,Gross enrolment ratio (secondary),CAF
1990,7.0,Gross enrolment ratio (secondary),TCD
1990,74.0,Gross enrolment ratio (secondary),CHL
1990,37.0,Gross enrolment ratio (secondary),CHN
1990,48.0,Gross enrolment ratio (secondary),COG
1990,43.0,Gross enrolment ratio (secondary),CRI
1990,88.0,Gross enrolment ratio (secondary),CUB
1990,64.0,Gross enrolment ratio (secondary),CYP
1990,91.0,Gross enrolment ratio (secondary),CZE
1990,109.0,Gross enrolment ratio (secondary),DNK
1990,10.0,Gross enrolment ratio (secondary),DJI
1990,70.0,Gross enrolment ratio (secondary),DMA
1990,58.0,Gross enrolment ratio (secondary),ECU
1990,74.0,Gross enrolment ratio (secondary),EGY
1990,105.0,Gross enrolment ratio (secondary),EST
1990,114.0,Gross enrolment ratio (secondary),FIN
1990,96.0,Gross enrolment ratio (secondary),FRA
1990,17.0,Gross enrolment ratio (secondary),GMB
1990,35.0,Gross enrolment ratio (secondary),GHA
1990,91.0,Gross enrolment ratio (secondary),GRC
1990,91.0,Gross enrolment ratio (secondary),GRD
1990,10.0,Gross enrolment ratio (secondary),GIN
1990,87.0,Gross enrolment ratio (secondary),HUN
1990,98.0,Gross enrolment ratio (secondary),ISL
1990,47.0,Gross enrolment ratio (secondary),IDN
1990,53.0,Gross enrolment ratio (secondary),IRN
1990,97.0,Gross enrolment ratio (secondary),IRL
1990,90.0,Gross enrolment ratio (secondary),ISR
1990,80.0,Gross enrolment ratio (secondary),ITA
1990,73.0,Gross enrolment ratio (secondary),JOR
1990,101.0,Gross enrolment ratio (secondary),KAZ
1990,37.0,Gross enrolment ratio (secondary),KIR
1990,93.0,Gross enrolment ratio (secondary),KOR
1990,84.0,Gross enrolment ratio (secondary),KWT
1990,105.0,Gross enrolment ratio (secondary),KGZ
1990,23.0,Gross enrolment ratio (secondary),LAO
1990,95.0,Gross enrolment ratio (secondary),LVA
1990,23.0,Gross enrolment ratio (secondary),LSO
1990,95.0,Gross enrolment ratio (secondary),LTU
1990,19.0,Gross enrolment ratio (secondary),MDG
1990,17.0,Gross enrolment ratio (secondary),MWI
1990,63.0,Gross enrolment ratio (secondary),MYS
1990,7.0,Gross enrolment ratio (secondary),MLI
1990,82.0,Gross enrolment ratio (secondary),MLT
1990,13.0,Gross enrolment ratio (secondary),MRT
1990,52.0,Gross enrolment ratio (secondary),MUS
1990,56.0,Gross enrolment ratio (secondary),MEX
1990,94.0,Gross enrolment ratio (secondary),MDA
1990,89.0,Gross enrolment ratio (secondary),MNG
1990,37.0,Gross enrolment ratio (secondary),MAR
1990,7.0,Gross enrolment ratio (secondary),MOZ
1990,20.0,Gross enrolment ratio (secondary),MMR
1990,37.0,Gross enrolment ratio (secondary),NAM
1990,33.0,Gross enrolment ratio (secondary),NPL
1990,118.0,Gross enrolment ratio (secondary),NLD
1990,89.0,Gross enrolment ratio (secondary),NZL
1990,37.0,Gross enrolment ratio (secondary),NIC
1990,6.0,Gross enrolment ratio (secondary),NER
1990,25.0,Gross enrolment ratio (secondary),NGA
1990,101.0,Gross enrolment ratio (secondary),NOR
1990,42.0,Gross enrolment ratio (secondary),OMN
1990,22.0,Gross enrolment ratio (secondary),PAK
1990,59.0,Gross enrolment ratio (secondary),PAN
1990,10.0,Gross enrolment ratio (secondary),PNG
1990,31.0,Gross enrolment ratio (secondary),PRY
1990,67.0,Gross enrolment ratio (secondary),PER
1990,70.0,Gross enrolment ratio (secondary),PHL
1990,88.0,Gross enrolment ratio (secondary),POL
1990,60.0,Gross enrolment ratio (secondary),PRT
1990,80.0,Gross enrolment ratio (secondary),QAT
1990,99.0,Gross enrolment ratio (secondary),ROU
1990,98.0,Gross enrolment ratio (secondary),RUS
1990,16.0,Gross enrolment ratio (secondary),RWA
1990,49.0,Gross enrolment ratio (secondary),LCA
1990,50.0,Gross enrolment ratio (secondary),SMR
1990,15.0,Gross enrolment ratio (secondary),SEN
1990,16.0,Gross enrolment ratio (secondary),SLE
1990,87.0,Gross enrolment ratio (secondary),SVN
1990,14.0,Gross enrolment ratio (secondary),SLB
1990,69.0,Gross enrolment ratio (secondary),ZAF
1990,101.0,Gross enrolment ratio (secondary),ESP
1990,83.0,Gross enrolment ratio (secondary),LKA
1990,57.0,Gross enrolment ratio (secondary),SUR
1990,90.0,Gross enrolment ratio (secondary),SWE
1990,96.0,Gross enrolment ratio (secondary),CHE
1990,51.0,Gross enrolment ratio (secondary),SYR
1990,29.0,Gross enrolment ratio (secondary),THA
1990,22.0,Gross enrolment ratio (secondary),TGO
1990,98.0,Gross enrolment ratio (secondary),TON
1990,83.0,Gross enrolment ratio (secondary),TTO
1990,45.0,Gross enrolment ratio (secondary),TUN
1990,51.0,Gross enrolment ratio (secondary),TUR
1990,84.0,Gross enrolment ratio (secondary),TUV
1990,12.0,Gross enrolment ratio (secondary),UGA
1990,94.0,Gross enrolment ratio (secondary),UKR
1990,61.0,Gross enrolment ratio (secondary),ARE
1990,84.0,Gross enrolment ratio (secondary),GBR
1990,81.0,Gross enrolment ratio (secondary),URY
1990,102.0,Gross enrolment ratio (secondary),UZB
1990,55.0,Gross enrolment ratio (secondary),VEN
1990,35.0,Gross enrolment ratio (secondary),VNM
1990,20.0,Gross enrolment ratio (secondary),ZMB
1990,43.0,Gross enrolment ratio (secondary),ZWE
1995,21.0,Gross enrolment ratio (secondary),AFG
1995,69.0,Gross enrolment ratio (secondary),ALB
1995,59.0,Gross enrolment ratio (secondary),DZA
1995,143.0,Gross enrolment ratio (secondary),AUS
1995,107.0,Gross enrolment ratio (secondary),AUT
1995,85.0,Gross enrolment ratio (secondary),AZE
1995,87.0,Gross enrolment ratio (secondary),BHS
1995,106.0,Gross enrolment ratio (secondary),BHR
1995,94.0,Gross enrolment ratio (secondary),BLR
1995,147.0,Gross enrolment ratio (secondary),BEL
1995,67.0,Gross enrolment ratio (secondary),BLZ
1995,61.0,Gross enrolment ratio (secondary),BWA
1995,92.0,Gross enrolment ratio (secondary),BGR
1995,26.0,Gross enrolment ratio (secondary),CMR
1995,105.0,Gross enrolment ratio (secondary),CAN
1995,8.0,Gross enrolment ratio (secondary),TCD
1995,50.0,Gross enrolment ratio (secondary),CHN
1995,65.0,Gross enrolment ratio (secondary),COL
1995,28.0,Gross enrolment ratio (secondary),COD
1995,50.0,Gross enrolment ratio (secondary),CRI
1995,82.0,Gross enrolment ratio (secondary),HRV
1995,76.0,Gross enrolment ratio (secondary),CUB
1995,95.0,Gross enrolment ratio (secondary),CYP
1995,94.0,Gross enrolment ratio (secondary),CZE
1995,118.0,Gross enrolment ratio (secondary),DNK
1995,11.0,Gross enrolment ratio (secondary),DJI
1995,44.0,Gross enrolment ratio (secondary),DOM
1995,73.0,Gross enrolment ratio (secondary),EGY
1995,23.0,Gross enrolment ratio (secondary),ERI
1995,102.0,Gross enrolment ratio (secondary),EST
1995,46.0,Gross enrolment ratio (secondary),SWZ
1995,10.0,Gross enrolment ratio (secondary),ETH
1995,115.0,Gross enrolment ratio (secondary),FIN
1995,114.0,Gross enrolment ratio (secondary),FRA
1995,41.0,Gross enrolment ratio (secondary),GAB
1995,24.0,Gross enrolment ratio (secondary),GMB
1995,74.0,Gross enrolment ratio (secondary),GEO
1995,105.0,Gross enrolment ratio (secondary),DEU
1995,36.0,Gross enrolment ratio (secondary),GHA
1995,90.0,Gross enrolment ratio (secondary),GRC
1995,25.0,Gross enrolment ratio (secondary),GTM
1995,89.0,Gross enrolment ratio (secondary),HUN
1995,103.0,Gross enrolment ratio (secondary),ISL
